race,income,sex,schoolYears,age,spend
white,87823.0,male,18.0,35.0,779.86
white,68239.0,female,16.0,49.0,773.11
white,92414.0,female,18.0,46.0,736.29
white,129414.0,female,18.0,52.0,818.48
white,48259.0,male,14.0,32.0,659.83
white,35240.0,female,15.0,49.0,768.41
white,97229.0,male,17.0,34.0,750.22
black,53569.0,male,16.0,39.0,909.6
white,126132.0,female,18.0,44.0,718.55
white,79772.0,male,15.0,42.0,998.03
asian,77412.0,female,17.0,62.0,1039.86
white,23495.0,male,15.0,25.0,475.47
other,70731.0,male,12.0,29.0,604.03
black,23660.0,male,12.0,36.0,783.51
hispanic,48779.0,female,15.0,50.0,789.02
hispanic,106239.0,female,16.0,49.0,763.81
white,7421.0,female,13.0,51.0,733.55
white,26074.0,male,13.0,34.0,716.32
asian,18628.0,female,14.0,54.0,906.98
hispanic,30813.0,female,12.0,52.0,775.21
black,14212.0,male,12.0,30.0,557.56
white,63429.0,female,17.0,48.0,783.16
white,16792.0,female,14.0,51.0,752.71
other,218689.0,female,17.0,55.0,860.03
white,3802.0,female,14.0,49.0,727.56
asian,13022.0,male,14.0,35.0,738.93
other,74337.0,male,14.0,35.0,758.67
white,25863.0,male,15.0,35.0,731.6
white,414777.0,male,18.0,32.0,708.73
asian,34128.0,male,15.0,35.0,768.41
white,55913.0,female,16.0,49.0,761.67
other,74685.0,female,14.0,50.0,777.41
white,444622.0,male,17.0,32.0,691.8
asian,233605.0,male,19.0,30.0,633.0
other,55891.0,male,12.0,31.0,609.8
hispanic,56547.0,female,12.0,54.0,815.92
white,109888.0,male,19.0,24.0,481.3
white,25829.0,male,16.0,37.0,828.53
black,86543.0,male,13.0,32.0,661.05
white,7567.0,female,13.0,51.0,719.87
white,44420.0,female,16.0,50.0,793.43
black,65123.0,female,14.0,52.0,553.95
white,524039.0,female,15.0,51.0,820.99
white,28758.0,female,15.0,50.0,771.68
hispanic,16573.0,male,13.0,42.0,1147.48
white,3658.0,male,13.0,33.0,661.95
white,90421.0,female,18.0,43.0,728.21
other,81548.0,male,15.0,33.0,717.2
white,81904.0,female,20.0,49.0,774.42
white,22542.0,female,16.0,47.0,712.21
white,9124.0,female,13.0,48.0,736.61
white,4101.0,female,14.0,49.0,704.78
white,14660.0,male,16.0,36.0,768.84
other,125480.0,male,16.0,34.0,741.11
white,92498.0,female,18.0,46.0,739.34
hispanic,232390.0,female,17.0,58.0,894.45
white,87184.0,male,18.0,34.0,716.93
black,86821.0,female,17.0,44.0,526.28
white,10609.0,female,15.0,44.0,652.8
white,143535.0,male,20.0,40.0,928.09
hispanic,12283.0,female,11.0,54.0,770.7
white,99167.0,female,17.0,45.0,721.35
white,66987.0,male,16.0,36.0,776.49
black,68443.0,female,13.0,56.0,640.26
white,208290.0,female,18.0,52.0,832.66
black,57811.0,male,15.0,35.0,757.61
white,22966.0,female,14.0,44.0,667.58
white,210092.0,male,18.0,34.0,730.51
hispanic,52760.0,male,13.0,42.0,1155.22
black,81280.0,female,16.0,54.0,619.38
white,230070.0,female,16.0,51.0,799.38
black,41921.0,female,11.0,47.0,504.88
white,69978.0,female,17.0,53.0,813.98
black,47908.0,male,15.0,36.0,806.31
hispanic,103425.0,male,17.0,37.0,990.43
white,187489.0,male,19.0,32.0,690.74
white,52731.0,female,15.0,48.0,739.0
white,105354.0,female,18.0,46.0,721.32
black,11005.0,female,12.0,49.0,513.99
white,13268.0,male,14.0,36.0,774.29
asian,73961.0,male,17.0,33.0,695.83
hispanic,318063.0,female,17.0,49.0,786.88
white,42558.0,female,15.0,58.0,841.49
white,63688.0,female,16.0,57.0,860.83
white,54012.0,female,16.0,49.0,781.49
white,31075.0,male,15.0,32.0,666.07
white,177881.0,female,18.0,55.0,837.37
white,52205.0,male,17.0,32.0,671.37
hispanic,9667.0,female,14.0,44.0,690.67
other,2836.0,male,10.0,31.0,583.49
white,22502.0,male,15.0,39.0,862.98
white,129247.0,male,19.0,28.0,601.51
other,31693.0,male,13.0,29.0,601.72
white,62347.0,male,17.0,29.0,601.28
white,35715.0,male,16.0,44.0,1071.4
white,20565.0,male,15.0,38.0,846.95
white,48881.0,male,16.0,30.0,626.3
other,86727.0,female,16.0,49.0,757.72
white,26418.0,female,12.0,43.0,662.36
white,27546.0,male,14.0,37.0,808.19
other,12137.0,male,13.0,26.0,478.22
white,29269.0,female,15.0,49.0,759.5
black,201147.0,male,15.0,31.0,666.11
white,65369.0,male,17.0,35.0,773.27
white,22166.0,female,13.0,50.0,747.77
other,40280.0,female,15.0,51.0,776.0
white,32616.0,male,14.0,34.0,731.39
white,89547.0,female,17.0,44.0,731.5
white,13355.0,male,11.0,26.0,464.0
hispanic,56452.0,female,13.0,48.0,732.82
white,59806.0,female,17.0,54.0,824.3
white,56818.0,female,17.0,48.0,755.36
white,27772.0,male,15.0,37.0,783.28
asian,31584.0,female,15.0,54.0,925.61
white,51921.0,female,15.0,48.0,752.11
white,190223.0,male,17.0,29.0,629.75
white,49845.0,female,15.0,45.0,740.71
hispanic,43230.0,female,14.0,52.0,773.04
asian,38969.0,male,14.0,37.0,815.97
white,58202.0,male,15.0,37.0,829.2
white,11693.0,female,12.0,47.0,699.9
white,12839.0,female,15.0,54.0,802.97
black,11639.0,female,11.0,47.0,504.25
white,52147.0,male,16.0,40.0,934.51
white,25545.0,female,13.0,46.0,724.94
white,224887.0,male,19.0,32.0,703.48
white,447963.0,male,20.0,28.0,623.42
white,11438.0,male,14.0,39.0,874.16
white,26742.0,male,14.0,34.0,744.59
hispanic,135393.0,female,16.0,48.0,760.57
white,80316.0,male,18.0,34.0,750.01
black,118618.0,female,17.0,51.0,610.79
other,123962.0,female,16.0,51.0,813.79
white,71087.0,male,14.0,34.0,711.25
black,89363.0,female,17.0,47.0,538.15
hispanic,39853.0,female,12.0,49.0,726.38
hispanic,28941.0,female,13.0,60.0,858.86
hispanic,143519.0,female,17.0,52.0,811.0
white,31957.0,female,13.0,54.0,810.44
white,34552.0,female,13.0,55.0,803.08
white,36407.0,female,14.0,44.0,686.57
asian,83308.0,male,18.0,35.0,771.61
hispanic,153173.0,female,16.0,52.0,813.37
other,12281.0,female,13.0,44.0,679.71
white,63488.0,female,16.0,47.0,721.71
white,18892.0,female,14.0,48.0,743.61
white,77140.0,male,15.0,38.0,843.86
hispanic,153637.0,female,15.0,43.0,692.06
other,259279.0,female,16.0,53.0,826.17
white,26370.0,male,13.0,35.0,747.44
hispanic,125645.0,male,15.0,34.0,908.35
other,282633.0,male,15.0,35.0,805.85
asian,92513.0,male,19.0,38.0,864.25
hispanic,432624.0,female,17.0,51.0,822.14
white,37379.0,female,12.0,52.0,767.28
other,14079.0,male,12.0,30.0,581.69
other,28015.0,female,12.0,61.0,874.35
white,69612.0,female,16.0,45.0,710.09
other,378540.0,female,15.0,44.0,741.3
white,52455.0,female,15.0,50.0,744.33
hispanic,15748.0,female,11.0,47.0,693.28
black,240088.0,female,16.0,57.0,674.58
white,23566.0,female,13.0,49.0,751.29
white,238345.0,female,17.0,49.0,787.87
white,43697.0,female,15.0,50.0,778.32
white,98515.0,female,18.0,52.0,818.84
other,31085.0,female,12.0,49.0,756.15
black,61654.0,male,14.0,24.0,450.82
black,290177.0,female,15.0,40.0,467.22
white,139519.0,male,18.0,42.0,1018.8
white,437374.0,male,16.0,35.0,771.08
black,157214.0,male,16.0,39.0,897.74
black,134731.0,female,16.0,41.0,491.88
hispanic,72241.0,male,14.0,37.0,996.53
white,4855.0,female,15.0,51.0,718.38
white,23988.0,female,14.0,51.0,772.31
white,31501.0,female,14.0,47.0,718.83
white,27319.0,female,15.0,55.0,789.06
white,33611.0,female,12.0,45.0,723.41
white,68441.0,female,18.0,46.0,758.01
white,12096.0,male,15.0,33.0,682.64
asian,123373.0,male,18.0,36.0,814.33
white,148112.0,male,18.0,40.0,955.35
hispanic,7472.0,female,11.0,48.0,694.86
black,167397.0,female,15.0,49.0,555.41
white,83393.0,female,17.0,48.0,766.6
other,9884.0,male,10.0,28.0,545.29
white,86191.0,female,18.0,49.0,774.17
white,44059.0,male,16.0,36.0,780.19
white,110353.0,female,19.0,49.0,760.18
hispanic,40937.0,female,15.0,50.0,777.34
white,43327.0,male,16.0,38.0,878.87
asian,110394.0,male,18.0,28.0,600.55
white,12796.0,male,16.0,36.0,776.88
black,260624.0,male,17.0,37.0,830.56
white,117913.0,female,17.0,40.0,667.52
white,33000.0,female,13.0,44.0,667.5
white,41090.0,male,16.0,36.0,787.25
white,15279.0,male,13.0,36.0,780.02
white,98266.0,male,18.0,37.0,868.02
white,93456.0,male,17.0,36.0,794.37
hispanic,21047.0,male,12.0,28.0,696.48
black,120242.0,male,16.0,36.0,803.48
asian,99841.0,female,17.0,52.0,912.15
other,36925.0,female,12.0,50.0,767.4
white,17292.0,female,14.0,44.0,681.28
white,73475.0,female,15.0,44.0,695.24
hispanic,62546.0,female,15.0,47.0,752.86
other,73464.0,male,16.0,32.0,689.15
hispanic,32109.0,female,13.0,46.0,736.58
white,132080.0,female,19.0,49.0,785.89
white,9385.0,male,13.0,33.0,689.09
white,95749.0,female,18.0,50.0,781.89
white,11919.0,female,14.0,46.0,694.91
white,26550.0,female,13.0,53.0,811.92
white,18803.0,female,14.0,52.0,790.61
black,100358.0,male,17.0,37.0,851.12
white,170824.0,male,17.0,33.0,700.47
white,314022.0,male,17.0,34.0,784.98
black,318345.0,male,16.0,37.0,838.69
other,503191.0,male,14.0,36.0,798.08
other,122207.0,female,16.0,49.0,786.3
black,57258.0,female,13.0,47.0,521.08
black,36384.0,male,11.0,33.0,672.61
white,116664.0,male,18.0,39.0,903.03
white,49641.0,female,17.0,50.0,781.5
asian,40643.0,male,17.0,32.0,667.11
hispanic,113829.0,male,16.0,35.0,938.75
white,28352.0,female,15.0,51.0,775.76
white,31549.0,male,14.0,43.0,1045.86
white,25468.0,female,14.0,47.0,720.95
white,26501.0,male,13.0,31.0,621.92
black,307368.0,female,17.0,53.0,635.9
white,45335.0,female,14.0,51.0,757.26
white,149965.0,female,19.0,44.0,718.83
black,86598.0,male,16.0,26.0,508.75
white,17640.0,male,14.0,32.0,653.15
white,23652.0,male,14.0,33.0,688.02
white,61041.0,male,16.0,41.0,989.69
asian,46789.0,male,16.0,30.0,609.7
white,32292.0,female,14.0,46.0,722.24
other,27082.0,female,12.0,51.0,762.31
white,97612.0,female,18.0,50.0,789.01
white,14265.0,female,13.0,52.0,770.44
white,168623.0,female,18.0,52.0,809.78
black,171009.0,male,17.0,30.0,635.92
white,308718.0,female,17.0,56.0,874.3
white,22642.0,male,14.0,37.0,818.4
white,474310.0,male,17.0,29.0,619.61
white,49439.0,female,16.0,46.0,736.85
hispanic,43052.0,male,13.0,34.0,868.41
other,55930.0,female,14.0,50.0,778.47
black,34141.0,male,12.0,32.0,664.8
white,70373.0,male,15.0,31.0,633.22
white,8319.0,female,13.0,53.0,788.94
white,151882.0,male,18.0,32.0,702.4
asian,239914.0,male,18.0,30.0,638.91
black,22472.0,male,11.0,38.0,832.83
white,99446.0,female,17.0,47.0,757.72
other,89293.0,male,14.0,35.0,754.07
other,38255.0,female,12.0,42.0,663.9
white,9034.0,female,14.0,47.0,719.51
asian,8620.0,female,17.0,43.0,769.18
white,697889.0,female,16.0,51.0,806.69
other,5211.0,female,13.0,51.0,735.65
white,21047.0,female,15.0,58.0,852.51
white,57234.0,male,15.0,32.0,674.43
white,34038.0,female,14.0,52.0,781.05
hispanic,8194.0,male,12.0,32.0,792.46
white,76523.0,female,16.0,51.0,771.91
white,270022.0,male,18.0,35.0,788.85
white,305206.0,male,17.0,41.0,983.81
black,182668.0,female,15.0,47.0,541.94
white,11560.0,female,16.0,55.0,814.89
black,59091.0,female,13.0,56.0,622.17
white,21810.0,male,14.0,32.0,649.66
white,47515.0,female,16.0,50.0,737.04
black,46154.0,female,13.0,53.0,595.76
hispanic,8857.0,female,12.0,46.0,691.16
white,246797.0,female,19.0,52.0,807.38
white,153339.0,female,16.0,53.0,846.62
black,288162.0,female,15.0,56.0,635.7
white,82145.0,male,17.0,32.0,656.33
white,62346.0,female,15.0,49.0,771.17
white,86933.0,male,18.0,36.0,791.68
white,28262.0,male,14.0,38.0,839.97
white,16957.0,male,15.0,32.0,661.31
hispanic,35764.0,female,13.0,54.0,817.19
white,73000.0,male,14.0,38.0,859.8
hispanic,18667.0,male,12.0,37.0,947.09
white,22934.0,male,12.0,34.0,706.81
other,43596.0,female,13.0,51.0,763.33
hispanic,150561.0,male,18.0,36.0,962.89
white,46112.0,male,16.0,32.0,644.43
white,17371.0,female,16.0,52.0,788.04
asian,63554.0,female,16.0,50.0,877.52
white,21635.0,male,14.0,35.0,743.0
white,20000.0,female,13.0,44.0,674.14
other,59525.0,female,12.0,46.0,712.17
white,60550.0,male,17.0,30.0,628.09
white,37086.0,female,16.0,49.0,772.47
white,83600.0,male,19.0,34.0,756.1
white,160144.0,female,17.0,51.0,808.58
white,17501.0,male,13.0,36.0,777.61
black,5675.0,female,12.0,47.0,493.55
white,65200.0,female,16.0,55.0,844.87
white,98647.0,female,19.0,52.0,813.91
white,52777.0,female,17.0,54.0,830.16
white,59107.0,female,16.0,46.0,721.92
hispanic,50331.0,male,14.0,31.0,792.74
hispanic,123153.0,male,14.0,33.0,857.23
other,54078.0,female,14.0,45.0,711.7
other,32536.0,male,13.0,31.0,624.06
other,84028.0,male,16.0,35.0,776.88
asian,231437.0,male,17.0,40.0,952.0
hispanic,431909.0,female,18.0,49.0,829.94
other,83576.0,female,16.0,53.0,797.88
black,129139.0,female,17.0,49.0,583.07
asian,29979.0,female,14.0,48.0,823.83
asian,60814.0,female,17.0,53.0,942.98
white,3943.0,female,14.0,53.0,785.59
other,178103.0,male,18.0,34.0,736.33
black,16280.0,male,11.0,33.0,659.91
hispanic,19233.0,male,13.0,37.0,953.74
black,43745.0,male,14.0,37.0,831.04
white,130702.0,female,19.0,59.0,861.78
white,327458.0,male,18.0,36.0,819.65
white,113984.0,female,18.0,48.0,738.02
black,40546.0,male,14.0,29.0,583.28
white,47767.0,male,17.0,30.0,618.49
hispanic,181718.0,male,17.0,35.0,925.05
asian,92550.0,female,18.0,47.0,856.85
white,125647.0,female,19.0,45.0,723.72
other,67625.0,female,14.0,50.0,784.53
white,24263.0,female,14.0,60.0,870.57
hispanic,6709.0,female,13.0,57.0,826.51
white,145667.0,male,19.0,32.0,708.31
white,27037.0,female,13.0,47.0,745.11
white,43615.0,male,15.0,37.0,829.37
hispanic,202508.0,female,16.0,52.0,804.31
asian,71653.0,male,17.0,34.0,741.0
other,86309.0,male,16.0,30.0,622.38
black,32194.0,male,13.0,33.0,660.53
white,19480.0,male,14.0,38.0,845.05
black,27182.0,female,13.0,46.0,506.05
white,109929.0,female,16.0,52.0,814.86
white,26705.0,female,13.0,54.0,795.05
white,83345.0,female,19.0,52.0,813.74
other,91895.0,male,17.0,34.0,728.77
hispanic,21139.0,male,10.0,36.0,916.86
white,795176.0,male,17.0,37.0,876.63
white,8734.0,female,14.0,47.0,702.83
asian,69498.0,male,17.0,33.0,726.5
white,88586.0,male,21.0,34.0,744.32
white,52003.0,male,15.0,35.0,752.06
white,212685.0,male,16.0,39.0,934.76
black,39115.0,male,10.0,39.0,858.2
white,27835.0,male,13.0,31.0,621.86
white,16780.0,female,13.0,50.0,765.92
hispanic,4747.0,female,12.0,41.0,651.96
black,130791.0,female,17.0,53.0,617.18
black,17617.0,female,12.0,50.0,530.13
hispanic,66079.0,female,14.0,50.0,764.45
white,218463.0,female,17.0,48.0,762.2
white,32801.0,male,14.0,29.0,582.84
white,81181.0,male,20.0,38.0,867.98
white,51038.0,male,14.0,40.0,926.06
black,37883.0,female,12.0,51.0,552.7
white,18932.0,male,13.0,31.0,627.88
white,111245.0,male,20.0,30.0,646.17
white,169516.0,male,18.0,35.0,802.12
white,10648.0,female,13.0,51.0,743.17
white,52220.0,female,17.0,51.0,780.64
white,90749.0,male,18.0,34.0,752.67
asian,30491.0,male,15.0,30.0,604.39
hispanic,64277.0,male,12.0,36.0,910.77
white,72578.0,male,16.0,37.0,818.8
white,53969.0,female,17.0,51.0,792.1
asian,29122.0,female,15.0,47.0,831.54
hispanic,115358.0,male,16.0,36.0,936.04
white,85070.0,female,19.0,47.0,769.14
black,55366.0,male,14.0,33.0,720.6
black,9896.0,male,10.0,28.0,513.32
white,317038.0,female,18.0,47.0,770.92
white,61488.0,male,18.0,29.0,604.36
white,144948.0,male,18.0,38.0,895.15
white,71863.0,male,15.0,40.0,971.1
hispanic,307492.0,male,15.0,34.0,914.25
white,11015.0,male,13.0,37.0,798.06
white,27220.0,female,14.0,46.0,724.24
white,43840.0,male,17.0,42.0,997.49
white,109832.0,female,19.0,44.0,730.34
white,162591.0,male,17.0,32.0,712.93
white,44976.0,male,17.0,37.0,834.14
white,96655.0,female,18.0,46.0,752.94
white,32621.0,male,14.0,31.0,609.65
other,73707.0,female,14.0,46.0,745.4
other,59955.0,male,15.0,39.0,895.17
hispanic,100005.0,male,15.0,38.0,1000.8
white,117686.0,male,19.0,42.0,1023.17
white,22048.0,female,12.0,55.0,813.7
black,37291.0,female,12.0,43.0,464.13
white,42614.0,female,14.0,48.0,769.28
white,98142.0,male,19.0,35.0,813.09
white,15406.0,male,14.0,35.0,743.77
white,54014.0,male,17.0,43.0,1034.24
white,101621.0,female,18.0,44.0,716.14
hispanic,54083.0,female,15.0,50.0,781.53
asian,14755.0,male,15.0,38.0,847.93
black,51530.0,female,16.0,56.0,609.87
white,10472.0,female,13.0,55.0,817.01
black,16695.0,male,13.0,30.0,604.76
hispanic,38736.0,male,12.0,36.0,936.06
other,273116.0,male,18.0,34.0,755.12
white,28463.0,female,14.0,53.0,799.53
white,65881.0,male,16.0,28.0,561.17
asian,48053.0,female,16.0,46.0,837.12
white,106817.0,male,19.0,41.0,1009.05
black,96258.0,male,17.0,43.0,1051.17
black,165715.0,female,16.0,52.0,599.2
other,16273.0,female,11.0,55.0,787.54
white,45845.0,male,16.0,33.0,703.57
white,58486.0,female,18.0,48.0,762.73
hispanic,7467.0,female,11.0,48.0,725.83
other,43342.0,male,14.0,35.0,760.07
other,1037881.0,female,13.0,55.0,867.68
white,142458.0,male,17.0,33.0,704.17
white,74867.0,male,18.0,37.0,814.01
white,16690.0,female,13.0,47.0,705.69
hispanic,204317.0,male,17.0,32.0,828.86
black,22618.0,male,13.0,43.0,1018.35
other,131948.0,male,16.0,32.0,688.3
white,62562.0,female,16.0,51.0,794.37
white,14958.0,male,14.0,40.0,909.78
black,108355.0,male,17.0,39.0,902.07
white,51959.0,male,16.0,30.0,631.78
black,117036.0,female,15.0,45.0,532.7
white,8602.0,female,14.0,52.0,764.39
asian,50182.0,female,16.0,46.0,816.71
white,41641.0,female,17.0,54.0,798.93
black,30326.0,female,11.0,53.0,583.57
white,76325.0,female,15.0,50.0,763.79
white,62163.0,female,16.0,47.0,740.06
white,32580.0,female,12.0,58.0,852.61
hispanic,133897.0,female,16.0,51.0,784.19
hispanic,26331.0,female,12.0,40.0,642.57
white,48545.0,female,17.0,59.0,854.84
other,32077.0,female,11.0,50.0,776.35
black,208942.0,female,15.0,48.0,563.28
white,98767.0,female,19.0,52.0,821.18
white,52131.0,male,15.0,32.0,661.12
hispanic,13120.0,male,11.0,25.0,606.38
white,34761.0,male,14.0,36.0,796.5
white,467330.0,male,19.0,32.0,708.71
black,17844.0,female,12.0,53.0,567.99
white,16065.0,female,14.0,52.0,778.26
white,16154.0,female,14.0,47.0,763.82
white,42474.0,male,17.0,41.0,973.88
other,28167.0,male,11.0,34.0,709.28
white,233551.0,female,16.0,47.0,759.77
white,231574.0,female,17.0,54.0,832.48
white,48038.0,male,17.0,33.0,692.23
hispanic,133608.0,female,16.0,53.0,803.04
hispanic,7702.0,male,13.0,24.0,600.48
white,47061.0,female,17.0,47.0,722.53
white,72572.0,male,15.0,42.0,1047.19
white,14134.0,female,15.0,46.0,704.91
other,486360.0,male,16.0,33.0,747.6
black,27543.0,male,13.0,31.0,625.49
white,36767.0,female,13.0,54.0,796.5
white,241576.0,female,17.0,48.0,789.33
black,33689.0,female,13.0,53.0,582.69
hispanic,99220.0,male,17.0,29.0,735.47
asian,15284.0,male,14.0,26.0,496.21
white,46384.0,male,15.0,35.0,756.53
white,166340.0,male,18.0,34.0,771.69
white,16065.0,female,13.0,51.0,739.23
other,13969.0,male,11.0,37.0,792.32
black,31943.0,male,12.0,30.0,614.36
white,87650.0,female,17.0,53.0,807.23
white,104493.0,male,19.0,35.0,783.51
asian,99794.0,male,18.0,36.0,791.79
hispanic,13884.0,male,13.0,29.0,739.94
white,108674.0,female,17.0,55.0,828.64
white,173009.0,female,18.0,52.0,812.58
hispanic,426557.0,female,14.0,41.0,679.42
asian,58655.0,female,17.0,57.0,961.9
white,188206.0,male,18.0,32.0,700.96
white,20808.0,male,13.0,31.0,624.05
white,33333.0,male,14.0,25.0,469.83
other,155810.0,female,14.0,50.0,778.65
black,152741.0,male,16.0,37.0,847.89
white,86407.0,female,18.0,42.0,696.49
white,11481.0,male,14.0,35.0,730.26
black,20476.0,female,13.0,54.0,577.2
other,6095.0,female,11.0,52.0,755.64
hispanic,48573.0,female,14.0,49.0,759.35
asian,100617.0,female,19.0,56.0,995.56
white,111672.0,female,20.0,52.0,821.74
white,104323.0,male,18.0,38.0,878.93
white,28105.0,male,14.0,37.0,815.91
white,116948.0,female,19.0,46.0,741.1
hispanic,83735.0,male,17.0,32.0,825.23
white,52112.0,female,15.0,53.0,807.27
white,35517.0,male,16.0,34.0,729.33
asian,76083.0,female,16.0,41.0,775.4
white,30248.0,male,12.0,34.0,715.44
other,130697.0,female,15.0,51.0,774.97
white,21280.0,male,16.0,29.0,582.26
hispanic,40998.0,male,14.0,28.0,712.76
other,102836.0,male,16.0,33.0,720.78
hispanic,95454.0,female,18.0,51.0,785.71
other,193224.0,male,17.0,34.0,754.96
white,23721.0,female,13.0,46.0,734.9
other,75725.0,male,14.0,32.0,661.28
black,149132.0,male,14.0,36.0,798.68
black,11470.0,female,11.0,47.0,480.78
white,248156.0,female,18.0,51.0,792.27
hispanic,24332.0,male,15.0,39.0,1003.88
white,16622.0,male,13.0,37.0,830.16
other,71305.0,female,14.0,50.0,776.87
black,13773.0,male,12.0,33.0,669.02
hispanic,354392.0,male,13.0,38.0,1026.27
white,25153.0,male,13.0,33.0,705.13
white,71718.0,female,15.0,54.0,809.74
black,49680.0,male,13.0,37.0,843.99
white,98771.0,female,19.0,56.0,874.19
white,51142.0,female,15.0,50.0,775.45
other,2064155.0,male,14.0,30.0,623.25
hispanic,106684.0,female,15.0,53.0,814.83
white,44097.0,female,16.0,54.0,813.93
other,34467.0,male,13.0,37.0,791.83
white,208482.0,male,17.0,44.0,1113.82
black,12159.0,male,13.0,32.0,631.6
white,159675.0,male,18.0,38.0,865.9
white,173332.0,female,19.0,52.0,830.13
hispanic,63430.0,male,15.0,39.0,1022.58
white,39993.0,male,14.0,32.0,668.2
other,34674.0,female,12.0,50.0,756.84
black,8012.0,male,16.0,27.0,520.4
black,44713.0,male,14.0,32.0,642.95
white,15064.0,female,14.0,56.0,818.18
white,47483.0,male,17.0,44.0,1104.35
white,68546.0,male,15.0,32.0,685.69
asian,63719.0,male,16.0,38.0,887.57
white,25707.0,female,15.0,47.0,708.79
white,173521.0,female,18.0,53.0,848.99
other,29969.0,female,12.0,49.0,740.78
white,515755.0,female,16.0,49.0,782.06
